"id","druh","jmeno","vaha","narozen","spotreba"
"2232","88","Chichi","123","1970-12-30",NULL
"2233","63","Brouk Pytlik","24","1996-02-17",NULL
"2234","6","Muminek","54","2008-07-27",NULL
"2235","88","Prdola","81","1965-04-02",NULL
"2236","84","Terrinka","8","1989-03-29",NULL
"2237","101","Bella Mya","140","1939-05-06",NULL
"2238","36","Kera","126","1991-08-07",NULL
"2239","62","Anneliese","47","1976-10-30",NULL
"2240","94","Sharon","56","1950-03-15",NULL
"2241","71","Delisek","7","2009-03-14",NULL
"2242","80","Issabelle","135","2006-04-07",NULL
"2243","61","Vrnda","13","1970-08-21",NULL
"2244","40","Cicour","3","1919-01-16",NULL
"2245","31","Jay","145","1997-12-07",NULL
"2246","40","Chou chou","104","1947-07-31",NULL
"2247","40","Romeo","141","2006-09-12",NULL
"2248","58","Kozlik","111","2005-09-19",NULL
"2249","9","Ernestta","50","1971-04-24",NULL
"2250","28","Herry","85","1950-01-23",NULL
"2251","100","Cassie","135","1977-02-23",NULL
"2252","8","Terminator","146","1998-05-13",NULL
"2253","97","Macinek","25","1997-03-09",NULL
"2254","27","Rexa","94","2005-08-31",NULL
"2255","41","Cilinka","68","1973-07-29",NULL
"2256","99","Maxik","145","1939-08-19",NULL
"2257","79","Suzie","88","1992-02-16",NULL
"2258","71","Amazonka","36","1952-08-09",NULL
"2259","10","Cici","75","1927-06-03",NULL
"2260","118","Endy","0","1915-12-14",NULL
"2261","42","Charisma","28","1960-03-03",NULL
"2262","49","Alik","108","1941-11-20",NULL
"2263","22","Mana","96","1991-08-09",NULL
"2264","15","Alzbeta","58","1921-04-25",NULL
"2265","4","Dikinka","120","1920-05-20",NULL
"2266","54","Artus","15","1926-09-22",NULL
"2267","104","King Elyon","20","2009-02-21",NULL
"2268","25","Zezi","4","1980-07-30",NULL
"2269","51","Jirik","22","1986-02-15",NULL
"2270","99","Micheas","37","1955-10-22",NULL
"2271","41","Valentynka","4","2005-03-29",NULL
"2272","80","Budilka","14","1973-10-01",NULL
"2273","7","Duffy","96","1967-10-19",NULL
"2274","45","Audrey","5","1954-06-22",NULL
"2275","35","Saninka","74","1983-09-26",NULL
"2276","93","Katy","52","1918-02-20",NULL
"2277","1","Lilly","95","1976-01-06",NULL
"2278","16","Broskvicka","34","1966-08-21",NULL
"2279","82","Divis","96","1941-11-18",NULL
"2280","18","Nasira","38","1924-04-04",NULL
"2281","54","Janicka","6","1932-04-23",NULL
"2282","29","Herbert","21","1951-07-09",NULL
"2283","54","Lilinka","71","1975-07-04",NULL
"2284","51","Felicie","40","1937-11-14",NULL
"2285","8","Chip","51","1947-05-31",NULL
"2286","66","Octopussy","118","1938-04-12",NULL
"2287","90","Allfons","25","1959-10-28",NULL
"2288","97","Agnii","51","1951-03-12",NULL
"2289","14","Cicolina","10","1961-02-23",NULL
"2290","25","Deisina","134","1992-12-30",NULL
"2291","38","Lentilka","117","1996-06-11",NULL
"2292","53","Cicparada","142","1914-01-10",NULL
"2293","73","Brunik","51","1943-05-03",NULL
"2294","101","Eset","113","1989-06-06",NULL
"2295","56","Evereta","143","1932-02-13",NULL
"2296","67","Baetis","32","2002-10-28",NULL
"2297","73","Amber","61","1958-10-24",NULL
"2298","94","Bublifuk","147","1974-04-09",NULL
"2299","66","Bobisek","85","2005-08-23",NULL
"2300","31","Nelly","96","1968-04-14",NULL
"2301","35","Cesar","68","1965-04-11",NULL
"2302","94","Ines","101","1958-04-07",NULL
"2303","42","Hracicka","88","2010-04-02",NULL
"2304","42","Kozel","106","1939-05-31",NULL
"2305","29","Fous","51","1954-12-05",NULL
"2306","37","Diblik","28","1945-03-22",NULL
"2307","52","Anuschka","53","1950-01-31",NULL
"2308","86","Suzi","46","1951-06-30",NULL
"2309","27","Lilisek","34","1922-01-18",NULL
"2310","8","Magvi","149","1944-06-12",NULL
"2311","28","Quantas","120","1966-10-23",NULL
"2312","58","Kathaja","112","1963-07-12",NULL
"2313","64","Vincenc","127","2005-12-16",NULL
"2314","104","William","11","1980-03-12",NULL
"2315","55","Quelle","79","1919-11-01",NULL
"2316","28","Arwen","81","1947-03-15",NULL
"2317","28","Slupkyna","35","1965-04-28",NULL
"2318","61","Pepicek","11","1973-11-04",NULL
"2319","92","Juliska","113","1962-01-25",NULL
"2320","28","Ilja","69","1977-07-27",NULL
"2321","101","Candy","91","1964-06-15",NULL
"2322","102","Dˇablik","56","2000-03-21",NULL
"2323","27","Coco","8","1974-09-21",NULL
"2324","68","Ziza","105","2009-08-13",NULL
"2325","101","Midinka","128","1912-11-16",NULL
"2326","57","Leidy","30","1924-02-02",NULL
"2327","66","Bubak","44","1918-07-18",NULL
"2328","40","Micubisi","101","1935-03-20",NULL
"2329","49","Tupac","141","1957-03-09",NULL
"2330","40","Bella","85","1995-02-13",NULL
"2331","85","Fridolin","91","1919-01-03",NULL
"2332","86","Joza","35","1920-03-10",NULL
"2333","29","Fifinka","21","1958-09-14",NULL
"2334","58","Miki","48","1995-10-02",NULL
"2335","90","Chelsea","44","1939-07-11",NULL
"2336","66","Stydlivka","31","1951-01-26",NULL
"2337","44","Viky","68","1947-07-05",NULL
"2338","93","Karca","143","1947-01-28",NULL
"2339","17","Wendi","145","1955-08-05",NULL
"2340","58","Petra","145","1999-06-29",NULL
"2341","83","Amalka","43","1993-07-21",NULL
"2342","73","Gejza","132","2010-02-19",NULL
"2343","45","Jerrynka","118","1984-12-05",NULL
"2344","54","Trin","41","1978-11-18",NULL
"2345","97","Caka","73","1980-06-17",NULL
"2346","37","Atilla","141","1954-06-25",NULL
"2347","92","Degi","119","1919-10-12",NULL
"2348","32","Rita","121","1972-01-21",NULL
"2349","22","Agert","123","1937-10-23",NULL
"2350","97","Terinka","107","1913-08-27",NULL
"2351","23","Beruska","105","1991-06-13",NULL
"2352","53","Judy","73","1979-03-22",NULL
"2353","40","Tutinka","29","1984-07-05",NULL
"2354","27","Kaca","120","1947-09-13",NULL
"2355","34","Suzuki","69","1973-08-25",NULL
"2356","27","Wagner","115","1914-01-15",NULL
"2357","81","Cibunka","132","1985-10-15",NULL
"2358","49","Aza","140","1927-11-14",NULL
"2359","32","Sysy","35","1944-08-01",NULL
"2360","129","Róza","0","1928-02-19",NULL
"2361","5","Kikinka","131","1995-08-13",NULL
"2362","105","Zlobidlo","0","2004-07-11",NULL
"2363","11","Shagy","118","2002-09-17",NULL
"2364","31","Donatella","140","2010-09-12",NULL
"2365","54","Sean John","31","2008-03-05",NULL
"2366","14","Anysek","106","1923-09-07",NULL
"2367","51","Babik","112","1930-06-02",NULL
"2368","86","Vendelin","110","1995-10-24",NULL
"2369","141","Della","0","1950-09-30",NULL
"2370","93","Milda","50","1980-12-31",NULL
"2371","100","Arabelka","48","1963-07-22",NULL
"2372","92","Raya","132","1963-07-14",NULL
"2373","16","Juliana","105","1941-10-27",NULL
"2374","36","Klaffina","137","2007-03-16",NULL
"2375","2","Tessi","91","1947-07-01",NULL
"2376","18","Mazlina","60","1952-06-22",NULL
"2377","39","Hijkan","109","2008-08-20",NULL
"2378","63","Lobelie","108","1926-10-21",NULL
"2379","10","Jachym","60","1970-08-26",NULL
"2380","71","Tupec","92","1935-09-24",NULL
"2381","96","Bibinka","54","1929-05-16",NULL
"2382","104","Antena","14","2002-05-06",NULL
"2383","6","Adelka","72","1938-08-23",NULL
"2384","10","Deriln","88","1996-09-13",NULL
"2385","22","Nikisek","45","1956-07-17",NULL
"2386","38","Cicik","45","1929-04-11",NULL
"2387","21","Beruska","77","1917-07-11",NULL
"2388","20","Katie","134","1936-06-17",NULL
"2389","37","Ruprt","61","1992-06-25",NULL
"2390","39","Figurka","146","1994-01-02",NULL
"2391","55","Tiffany","72","1955-05-22",NULL
"2392","54","Anais","43","2005-07-06",NULL
"2393","41","April","103","1976-05-14",NULL
"2394","52","Smetak","42","1980-01-24",NULL
"2395","58","Milka","33","2007-12-14",NULL
"2396","94","Spóza","45","1940-07-20",NULL
"2397","9","Heronka","6","1989-06-02",NULL
"2398","34","Bucek","137","1966-06-05",NULL
"2399","8","Fluffy","148","2000-07-14",NULL
"2400","93","Vlocka","89","1992-04-14",NULL
"2401","99","Umberto","123","1948-08-23",NULL
"2402","30","Aja","61","1976-12-17",NULL
"2403","55","Mystery","1","1953-10-11",NULL
"2404","24","Alfa","22","2000-09-02",NULL
"2405","2","Micanek","3","1930-12-30",NULL
"2406","84","Miles","141","1941-07-28",NULL
"2407","18","Bobina","33","2003-08-21",NULL
"2408","104","Kyra","86","1956-05-31",NULL
"2409","104","Muclinka","137","1985-11-09",NULL
"2410","25","Tarja","120","1970-11-01",NULL
"2411","57","Jawa","35","1985-05-10",NULL
"2412","92","Nerry","150","1955-03-08",NULL
"2413","70","Lindak","146","2004-06-07",NULL
"2414","31","Letynka","55","1971-07-31",NULL
"2415","2","Mica","19","1959-05-16",NULL
"2416","44","Tretislava","40","1918-11-05",NULL
"2417","18","Volga","18","2004-09-26",NULL
"2418","27","Willy,Willik","24","1982-03-09",NULL
"2419","92","Bed´a","87","1985-06-21",NULL
"2420","65","Perseus","3","1943-08-13",NULL
"2421","10","Nezna","144","1972-03-30",NULL
"2422","50","Xantypa","114","1945-04-13",NULL
"2423","48","Tma","94","1972-05-11",NULL
"2424","89","Michellangelo","140","1914-11-02",NULL
"2425","87","Bimba","136","1993-08-21",NULL
"2426","53","Gizel","78","1964-09-24",NULL
"2427","67","Cenovka","45","1931-06-29",NULL
"2428","90","Pista","0","1999-11-13",NULL
"2429","17","Barticka","85","1967-10-23",NULL
"2430","80","Arlena","106","1976-02-10",NULL
"2431","101","Yatiraj","49","1944-01-18",NULL
"2432","99","Sunny","45","1976-06-24",NULL
"2433","78","Shari","145","1965-02-28",NULL
"2434","94","Aura","85","1959-02-11",NULL
"2435","95","Yasminne","127","1914-11-30",NULL
"2436","76","Tiny","58","1959-11-02",NULL
"2437","98","Astra","149","1969-05-04",NULL
"2438","102","Krivonozka","31","1977-12-02",NULL
"2439","51","Daymen","57","1944-05-25",NULL
"2440","74","Ablop","105","1976-11-27",NULL
"2441","37","Predislava","88","1940-03-28",NULL
"2442","103","Linux","6","1933-02-24",NULL
"2443","101","Doris","144","2007-09-16",NULL
"2444","20","Eternity","144","1954-02-16",NULL
"2445","25","Alisha","40","1958-02-09",NULL
"2446","79","Minky","86","1942-12-30",NULL
"2447","54","Antee","134","1951-04-25",NULL
"2448","81","Choco","0","1968-06-01",NULL
"2449","11","Pusina","29","1976-12-21",NULL
"2450","99","Susu","80","1968-06-06",NULL
"2451","104","Ludmilka","29","1999-12-29",NULL
"2452","5","Candar","120","1957-07-19",NULL
"2453","83","Body","2","1950-06-12",NULL
"2454","90","Lvicek","47","1942-05-01",NULL
"2455","82","Modrinka","32","1975-01-29",NULL
"2456","28","Alik","52","1911-04-14",NULL
"2457","81","Muf","6","1967-09-18",NULL
"2458","95","Ciri","142","1945-09-11",NULL
"2459","76","Timka","89","1962-01-03",NULL
"2460","21","Cecilienka","96","1961-10-09",NULL
"2461","24","Kikina","140","1959-07-31",NULL
"2462","64","Brituska","140","1975-04-26",NULL
"2463","19","Troubik","33","1960-08-29",NULL
"2464","92","Pavel","129","1966-02-09",NULL
"2465","26","Maurisa","149","1963-05-25",NULL
"2466","53","Darinka","20","2007-05-29",NULL
"2467","18","Endy","18","2009-09-25",NULL
"2468","78","Chilli","35","1915-05-02",NULL
"2469","32","Jitrenka","45","1983-12-06",NULL
"2470","95","Latheyla-Leyla","20","1962-08-10",NULL
"2471","6","Izmir","92","1976-01-05",NULL
"2472","96","Rania","25","1955-01-20",NULL
"2473","29","Morousek","73","1957-11-21",NULL
"2474","14","Zuzanka","56","1965-02-17",NULL
"2475","70","Papulka","17","1940-10-25",NULL
"2476","51","Prdelka","36","1997-05-14",NULL
